0,ID,body,date,Month,Year,day,Mentioned purchase time?,Battery failure? 0 or 1
650,Sohel Chowdhury ,"What about the SOT, i will gonna buy tomorrow.",6-Nov-20,Nov,2020,6,0,0
651,Dev,"Guest, 04 Nov 2020The battery health only updates when you update the phone. So if you're on the same softw... moreThatâ€™s not accurate at all. My fiancÃ© didnâ€™t update her phone for years and the battery health meter still updated.",6-Nov-20,Nov,2020,6,0,0
652,Anwer,"Happiness James, 02 Nov 2020iPhone 11 vs Samsung A21s, which is better?what are u comparing you friend,  
apple is best phone. 
no compare iphone 11 with samsung a21S",5-Nov-20,Nov,2020,5,0,0
653,Guest,"Salinko , 01 Nov 2020Have been using my iPhone 11 since March till October now and the battery is still at 100 perc... moreThe battery health only updates when you update the phone. So if you're on the same software version as when you first bought it, you won't see the health percentage change.",4-Nov-20,Nov,2020,4,0,0
654,Anh Nguyen,"Aoy, 04 Nov 2020Why apple can't made up their phone battery life as like samsung or any type of mi or one... moreIt is a strategy from Apple for selling the battery. :)",4-Nov-20,Nov,2020,4,0,0
655,Aoy,"Why iphone take so much charge,when it on lock screen!  
And 
Android take 4-5% on whole night.  
Apple should work on that.  
I have been useing iphone x and samsung j5(2016)  
Using internet with both device.  
Samsung giving me breakup more than 6hour than iphone x.  
Why apple doesn't work on that?",4-Nov-20,Nov,2020,4,0,0
656,Aoy,Why apple can't made up their phone battery life as like samsung or any type of mi or one plus battery life?,4-Nov-20,Nov,2020,4,0,0
657,no_ID,"Salinko , 01 Nov 2020Have been using my iPhone 11 since March till October now and the battery is still at 100 perc... moremaybe your phone is infinity life span",3-Nov-20,Nov,2020,3,0,0
658,Happiness James,"LEONGsss, 03 Oct 2020iPhone 11 vs Samsung Galaxy S20 Fe 5G?iPhone 11 vs Samsung A21s, which is better?",2-Nov-20,Nov,2020,2,0,0
659,no_ID,"Did any one try similar things with apple phone.
https://www.youtube.com/watch?v=fK-dD8xBZxM&list=PLqDT866kql1DmDDcFYncdizDFMzzlH22W",2-Nov-20,Nov,2020,2,0,0
660,Salinko ,"Aspok, 04 Oct 2020How can I fix my battery health on my iPhone 11? Because now itâ€™s already been 91 percent and ... moreHave been using my iPhone 11 since March till October now and the battery is still at 100 percent, maybe something is wrong in the phone",1-Nov-20,Nov,2020,1,3,0
661,Salinko,"Have been using iPhone 11 since March 2020 and the battery is still 100 percent, is a Good phone and is fast in everything i do. Go for iPhone 11",1-Nov-20,Nov,2020,1,3,0
662,poposhh,"Amien Ander, 08 Oct 2020If someone reading this and wonder if they should go for the iPhone 11 then let me advised you... moreThank you for this. Iâ€™m excited to get mine!!",1-Nov-20,Nov,2020,1,0,0
663,khetsi,"I bought Iphone 11/128 GB., but very disappointed as maximum application are having charge, which are not affordable",31-Oct-20,Oct,2020,31,0,0
664,no_ID,"Versus, 29 Oct 2020The colours are decent, but you'll definitely notice the lower resolution, it feels like ... moreI found 11 for 549 euros but the 11 pro is like 700 here i'm thinking to wait little bit longer let's say new year maybe the 11 pro will go down to about 550/600.",29-Oct-20,Oct,2020,29,0,0
665,Versus,"aLREAdY, 27 Oct 2020I want to ask you what about the display. I know its not the sharpest one but are you okay wit... moreThe colours are decent, but you'll definitely notice the lower resolution, it feels like a 720p panel. If you're set on getting an iPhone, I'd either get a second-hand 11 Pro or an iPhone 12 unless you can find an 11 for dirt cheap.",29-Oct-20,Oct,2020,29,0,0
666,Anonymous,"Joinathan, 27 Oct 2020Yes, I have had a iPhone 11 since February and the battery is still 100% (heavy phone, browser... moreImpossible, mines down to 93%",28-Oct-20,Oct,2020,28,0,0
667,no_ID,"Joinathan, 27 Oct 2020Yes, I have had a iPhone 11 since February and the battery is still 100% (heavy phone, browser... moreI want to ask you what about the display. I know its not the sharpest one but are you okay with it ?That's my main complaint about the 11 that display on paper doesn't sound too good..",27-Oct-20,Oct,2020,27,0,0
668,Joinathan,"aLREAdY, 26 Oct 2020Hi everyone. I want to ask for you that have Iphone 11. Is it good altogether,how much screen ... moreYes, I have had a iPhone 11 since February and the battery is still 100% (heavy phone, browser, youtube and music use).  Great battery life.  I would highly recommend.",27-Oct-20,Oct,2020,27,3,0
669,no_ID,"Hi everyone. I want to ask for you that have Iphone 11. Is it good altogether,how much screen on time , because i'm considering to buy it or should i wait little bit more when the price on the 11 pro drops?",26-Oct-20,Oct,2020,26,0,0
670,no_ID,"Anonymous, 24 Oct 2020noYes",25-Oct-20,Oct,2020,25,0,0
671,Anonymous,"Anish joe, 16 Oct 2020Go for the iphone 11more like 11 pro max",25-Oct-20,Oct,2020,25,0,0
672,Anonymous,"Adel J, 24 Oct 2020If true, then what youâ€™re saying reflects to a defective unit. Go to an Apple center and let t... moreno",24-Oct-20,Oct,2020,24,0,0
673,no_ID,"Me, 23 Oct 2020Its not all cracked up as they said it would be. Being a first time owner of a iPhone I can sa... moreIf true, then what youâ€™re saying reflects to a defective unit. Go to an Apple center and let them check your unit, and get a replacement if thereâ€™s an issue.",24-Oct-20,Oct,2020,24,0,0
674,no_ID,"Anonymous, 23 Oct 2020If you're talking about valuing tech , oled isn't even the future, apart from colour... moreLCDs feel more natural and comfortable to the eyes, besides Appleâ€™s calibration for this types of screens is so good that you canâ€™t realize any shortcomings, unless you put them side to side with OLEDs and start comparing. LCDs also are more reliable for longer periods of use and they present much less screen issues, such as burn ins, and defects. 
Unpopular opinion; but I really prefer the LCDs over the OLEDs.",24-Oct-20,Oct,2020,24,0,0
675,Me,Its not all cracked up as they said it would be. Being a first time owner of a iPhone I can say itâ€™s not worth all the money itâ€™s worth. I had all kinds of issues with the phone from the get go. From watching movies to download issues. No I donâ€™t do a lot of things just text and calls. But I do a lot of traveling so I donâ€™t know if that will have anything to do with it. But I have issues with watching movies as they are blurry and take forever to load. Your phone will go into silent mode without you doing anything and that is the engineering problem and IPhone but they choose not do to anything about it so you have to reset your phone to get rid of it. I will be getting rid of my phone as I donâ€™t want it as I not happy with it . No itâ€™s never been dropped or anything it went right into the best case from the start.,23-Oct-20,Oct,2020,23,0,0
676,Anonymous,"Adel J, 23 Oct 2020Your useless opinion doesnâ€™t matter to anyone. Do your self a favor and go somewhere else If you're talking about valuing tech , oled isn't even the future, apart from colour saturation in some situations , I don't think LCD is bad at all . It comes down to screen quality not display type",23-Oct-20,Oct,2020,23,0,0
677,no_ID,"Anonymous, 15 Oct 2020RIP you LCD lovers after ip12 OLED
Who were feeling proud to have LCD in world's largest... moreYour useless opinion doesnâ€™t matter to anyone. Do your self a favor and go somewhere else",23-Oct-20,Oct,2020,23,0,0
678,Ndie,"Jerry DXB, 20 Oct 2020Hi friends 
My iPhone 11 running on 14.0.1. When I get a phone call notification while am doi... moreI have the same problem as well and im hoping that if I update to 14.1 it will be fixedðŸ¤¦ðŸ¾â€â™‚ï¸",21-Oct-20,Oct,2020,21,0,0
679,Jerry DXB,"Hi friends  
My iPhone 11 running on 14.0.1. When I get a phone call notification while am doing something with another app,call notification come in the top side like a pop up,but showing the name of the last called person from other apps like Botim,Microsoft teams , instead of showing the name of current person calling from the carrier.When I say hello only I will come to know itâ€™s another person. I did reset my network setting.But same issue continues.If anyone facing the same issue or have any suggestions please reply 
Thanks in Advance.",20-Oct-20,Oct,2020,20,0,0
680,Anonymous,"Craff, 18 Oct 2020What dis you see RIP? I prefer the LCD over OLEd , oleds fleckering is dangerous to your healt... moreYes correct 
So as per your thinking OLED display are bad and for that we can sue them(Apple/Samsung etc...) for damaging our eyes
 
No dear, it's (OLED display) not that much bad 
Obviously it's depends upon the budget category but definitely not at this much premium flagship level
 
Just think about that d*mb s holes, who wants to keep their ip12 lineup(or samsung OLED) for next 5 years, for the sake of OS upgrade and not able to purchase new phone every 2years even though technology changing + features
 
I was just informing you that Apple made you fool, even though OLED technologies were available at that time(ip 11) 
And now they are able to provide it to whole ip12 lineup 
If they can do it now, then they could have done it before
 
As a customer we shouldn't dance on their tune(whatever they are providing), rather than that they should provide us what is best as per our wants, if not everything
 
Hint: next year they will provide better screen with higher refresh rate (120 + ...) And they Will say we are innovative, Which is already present with different companies flagship/budget products",19-Oct-20,Oct,2020,19,0,0
681,no_ID,"Anonymous, 15 Oct 2020RIP you LCD lovers after ip12 OLED
Who were feeling proud to have LCD in world's largest... moreWhat dis you see RIP? I prefer the LCD over OLEd , oleds fleckering is dangerous to your health it can causes headache and damage your eyes.",18-Oct-20,Oct,2020,18,0,0
682,no_ID,"Wilsonbuchos, 16 Oct 2020I've been an android user for the past 6 - 7 years but I wanna join the ios family, still... moreIf you care about your health go for iPhone 11, but if you want a better diplay go for rhe max but i Prefer the 11 pro... remember OLED display is verg harmful becuase of flickering .",18-Oct-20,Oct,2020,18,0,0
683,Watre,The price list mentioned are not same for india model. Kindly update your web,17-Oct-20,Oct,2020,17,0,0
684,no_ID,"Nadim, 07 Oct 2020I think it is wise to avoid fast charging. I have faced the same issue while using ipad 10 w c... moreAh okay weâ€™ll anyway thank you for your help. Because Iâ€™m using fast charger for almost 4 months now and facing the issue if I forgotten to unplug for more than 2 hours",17-Oct-20,Oct,2020,17,0,0
685,Anish joe,"Wilsonbuchos, 16 Oct 2020I've been an android user for the past 6 - 7 years but I wanna join the ios family, still... moreGo for the iphone 11",16-Oct-20,Oct,2020,16,0,0
686,Mide,"I'm only getting this just to look cool, I still prefer my Pixel 3a.",16-Oct-20,Oct,2020,16,0,0
687,Anonymous,"Wilsonbuchos, 16 Oct 2020I've been an android user for the past 6 - 7 years but I wanna join the ios family, still... moreChoose which will make you happy",16-Oct-20,Oct,2020,16,0,0
688,no_ID,"I've been an android user for the past 6 - 7 years but I wanna join the ios family, still using my android anyway. I'm deliberating seriously on which to buy.. The iPhone 11 or the IPhone Xs Max. I had the iPhone 11 in mind but got discouraged with I saw my friend's 11's display. Oh! I'm using a Samsung A50 401 ppl amoled display so you should understand my disappointment when I saw 11`s display. I'm a lover of tech, nice and bigger screens too. My mind has always been on the Xs Max since then but I still wanna be sure I'm making the right decision. Clues?? I'd appreciate.",16-Oct-20,Oct,2020,16,0,0
689,Anonymous,"Anonymous, 15 Oct 2020RIP you LCD lovers after ip12 OLED
Who were feeling proud to have LCD in world's largest... moreWhat are u bickering about?",16-Oct-20,Oct,2020,16,0,0
690,Anonymous,"RIP you LCD lovers after ip12 OLED 
Who were feeling proud to have LCD in world's largest selling mobile phone of the year
 
Seriously, it's easy to count that 
How many d*mb f*k r there in the world = total ip11 sold
 
Forget your mobile speed, camera, battery, security etc... Not worthy 
Because, Afterall you are doing it on LCD only 
That's the main part even when you are not using all of your mobile features
 
If you can't value technology then you don't have any rights to use your mobile phone â˜ºï¸",15-Oct-20,Oct,2020,15,0,0
691,no_ID,"galaxy user, 14 Oct 2020But 12 mini seems expensive without accessories 11 will be fine after price dropsThey removed the accessories from the SE, 11 and XR boxes. Better go buy it now.",15-Oct-20,Oct,2020,15,0,0
692,galaxy user,"Anonymous, 13 Oct 202012 mini!! where the hell did u read that!! But 12 mini seems expensive without accessories 11 will be fine after price drops",14-Oct-20,Oct,2020,14,0,0
693,Nabeeh,"Anonymous, 13 Oct 202012 mini!! where the hell did u read that!! Lol, it's in official you tube channel of Apple",14-Oct-20,Oct,2020,14,0,0
694,Anonymous,"Mat, 11 Oct 2020may i get 11 or se 2 or wait for 12 mini
I prefer one handed phone12 mini!! where the hell did u read that!!",13-Oct-20,Oct,2020,13,0,0
695,Iphone User,"Mat, 11 Oct 2020may i get 11 or se 2 or wait for 12 mini
I prefer one handed phoneYou should Wait for iphone 12 Series",13-Oct-20,Oct,2020,13,0,0
696,Anonymous,"Mat, 11 Oct 2020may i get 11 or se 2 or wait for 12 mini
I prefer one handed phonejust wait, today  apple is showing new iphoned",12-Oct-20,Oct,2020,12,0,0
697,Mat,"may i get 11 or se 2 or wait for 12 mini 
I prefer one handed phone",11-Oct-20,Oct,2020,11,0,0
698,Anonymous,"Alim Bangladesh , 09 Oct 2020I totally agree with u brother, using it along with K20pro and found IPhone lcd is better then... moreLMAO... now try to compare between ip 11 and mi 10t pro",10-Oct-20,Oct,2020,10,0,0
699,Alim Bangladesh ,"AnnaXX, 08 Oct 2020 Using this phone from last one month, previously I had Honor V20. First thing about screen, m... moreI totally agree with u brother, using it along with K20pro and found IPhone lcd is better then amoled of K20pro,I compared side by side",9-Oct-20,Oct,2020,9,0,0
700,no_ID,"Using this phone from last one month, previously I had Honor V20. First thing about screen, my view 20 had lcd panel with 398 ppi screen and believe me iPhone 11 screen with lesser ppi looks amazing and more crisp than view 20â€™s. Also my friend has galaxy s20 and sometimes I use that just for comparison and I never felt that iPhone screen is bad in any aspect, it is bright, sharp and you wonâ€™t notice pixels.  
Second battery life is amazing, give me one full day with 6-7 hr of SOT. You just need to be bit smart for that and if not using turn off Bluetooth, WiFi, location, delete unnecessary apps, disable Siri (if not using) for longer battery life. One bad thing is fast charger is not supplied in box.  
Third camera and built quality is awesome nothing much to say and compare with any android phone.  
Fourth using iOS is so much fun, even it doesnâ€™t provide flexibility like android and still having lots of restrictions regarding file transfer, still you will definitely like it.   
So donâ€™t worry about screen, if you can afford it just go for it.",8-Oct-20,Oct,2020,8,1,0
701,Anonymous,Not too happy with the phone the brightness always stems right away without even me touching the button Thatâ€™s about my only complaint,8-Oct-20,Oct,2020,8,0,0
702,Trick,"Leila, 07 Oct 2020Just wanna share my observation. So i updated my iphone 11 to ios 14.0.1 the moment it was rel... moreIts just APPLE trick to make people buy new iphones 
 
they drastically reduce the battery life through software updates.  My iphone 5s was working perfectly until last 6 months.  Now the battery reduce like 1%  every 5mins even without usage and screen locked.",8-Oct-20,Oct,2020,8,0,1
703,no_ID,"If someone reading this and wonder if they should go for the iPhone 11 then let me advised you. just go for it. This phone is so awesome. Yes, on paper its screen looked dated and inferior but for me I enjoyed it so much. The colours are accurate, brightness level is enough, truetone function is great so thereâ€™s  no problem at all when watching video or gaming on the phone. The only differences is when you compare the screen side by side which is irrelevant in the real life usage. Secondly, the performance of this phone is just beastly. Itâ€™s blazing fast experience with no lag or hiccups even in 3d gaming on highest setting. Furthermore with such powerful yet efficient processor you could expect longer battery life. The third longest battery life on an iPhone actually. Only bested by its more premium brothers, the 11 pro and 11 pro max. Lastly the most praised aspect of an iPhone. The camera. Now with the 11, itâ€™s even  better. New image processor makes the image produced more vibrant and natural yet preserved the detail. The new ultrawide camera also is really fun to play around. Looking from such broad perspective will ignites your sense of idea when capturing photos. And the brilliant night mode. The new addition that wrap the 11 features with style. Try it, and youâ€™ll be blown by the result. Just awesome. ðŸ™‚",8-Oct-20,Oct,2020,8,0,0
704,santi,"domz, 02 Oct 2020i need to know who is beeter xs max or 11 im about to buyxs max",8-Oct-20,Oct,2020,8,0,0
705,Vasu,"Camara fantastic â¤ï¸â¤ï¸â¤ï¸ 
Purple colour",7-Oct-20,Oct,2020,7,0,0
706,Nadim,"Aspok, 04 Oct 2020How can I fix my battery health on my iPhone 11? Because now itâ€™s already been 91 percent and ... moreI think it is wise to avoid fast charging. I have faced the same issue while using ipad 10 w charger. Within 1 month battery health got down to 98% .i am not using that charger  since 10th august and battery health is static .",7-Oct-20,Oct,2020,7,0,0
707,Leila,Just wanna share my observation. So i updated my iphone 11 to ios 14.0.1 the moment it was released and I can tell that battery is not that good as the latest ios 13 version. Maybe itâ€™s because of the widgets? Battery percentage is going down a bit faster than before.,7-Oct-20,Oct,2020,7,0,0
708,Mike,"Aspok, 04 Oct 2020How can I fix my battery health on my iPhone 11? Because now itâ€™s already been 91 percent and ... moreConstant use of the 18 watt fast charger is not helping.",5-Oct-20,Oct,2020,5,0,0
709,Arif,"domz, 02 Oct 2020i need to know who is beeter xs max or 11 im about to buyXs max best  
Donâ€™t buy 11",5-Oct-20,Oct,2020,5,0,0
710,Arif,"Vicky, 05 Oct 2020Iphone 11 battery sucks...really bad result....i bought this phone hardly 15 days before and b... moreThanks for help  
You opinions stop me by iPhone 11",5-Oct-20,Oct,2020,5,0,0
711,Vicky,"Saturn, 03 Oct 2020Since iOS 14.0.1 my phone gets really Hot and battery life is worse than Ever! I bought my iPh... moreIphone 11 battery sucks...really bad result....i bought this phone hardly 15 days before and battery drain very quickly, even location is off...brightness is low. If i use 5W charger then it took almost 4hours to charge and when i use my ipad charger 12W then it is taking 2hours to charge but having said that battery drain very quickly and even not running for 18 hours.",5-Oct-20,Oct,2020,5,1,1
712,no_ID,How can I fix my battery health on my iPhone 11? Because now itâ€™s already been 91 percent and Iâ€™ve using it only for 6 months also Iâ€™m using 18W Fast charging cable and adapter,4-Oct-20,Oct,2020,4,2,1
713,Saturn,"Since iOS 14.0.1 my phone gets really Hot and battery life is worse than Ever! I bought my iPhone 11 less than a month ago, and now I regret it! Shame on  you Apple...",3-Oct-20,Oct,2020,3,1,1
714,no_ID,iPhone 11 vs Samsung Galaxy S20 Fe 5G?,3-Oct-20,Oct,2020,3,0,0
715,Leila,"Anonymous, 30 Sep 2020I am confused whether to select the single sim version or hong kong version(dual sim) could yo... moreWhere do u live? I am using the Hongkong dual sim variant here in the Philippines and everything works fine.",2-Oct-20,Oct,2020,2,0,0
716,domz,i need to know who is beeter xs max or 11 im about to buy,2-Oct-20,Oct,2020,2,0,0
717,Anonymous,"Anonymous, 27 Sep 2020I like to by iphone 11.. any suggest?11 is the colorful weakened version of pro and max. It only got two cameras and the ppi is worse. In short, if you have a little more money, I suggest you buy pro or max.",1-Oct-20,Oct,2020,1,0,0
718,a Taiwanese,"Recently, my mother is considerin' changing my phone and phone number for me. By the way, I'll switch to another telecommunications company. That telecommunications company has a plan for iphone 11 (128gb) with a phone number of NT$0 , which's a bargain! There's no money for a phone number of more than NT$20,000 (about $700) , and the monthly rental fee is still NT$799/month. And my momâ€™s friend recently adopted their plan. Changin' the phone number to take note 20 (256gb) is also a monthly rent of NT$0. As usual, how can I not know that there's a good deal! ? Hurry up and get ready to meet my i11!",1-Oct-20,Oct,2020,1,0,0
719,Ramin 870,"My new iphone 11 64 GB`s 0.5 ultrawide, front and rear camera doesn`t work after 25 days carefully using. I have this problem.",1-Oct-20,Oct,2020,1,1,0
720,Hun,My iPh 11 battery is always about 5% issue along the night. Is there anyone has the same problem like me?,1-Oct-20,Oct,2020,1,0,1
721,Anonymous,I am confused whether to select the single sim version or hong kong version(dual sim) could you please advice,30-Sep-20,Sep,2020,30,0,0
722,RMR,"Anonymous, 27 Sep 2020I like to by iphone 11.. any suggest?GO For iPhone XS Max. Better than 11.",29-Sep-20,Sep,2020,29,0,0
723,Bro Gadget,"i11 is worthy to buy.. top global selling iphone 11 version.. more people go 4 that.. and hv a excellent battery life, performance is superb, camera is great and many more usefull thing 4 daily uses.. why pay more while youâ€™re can pay less for perfect smartphone..",29-Sep-20,Sep,2020,29,0,0
724,Leila,"Disappointed, 28 Sep 2020I went from an iPhone 8 Plus to iPhone 11.... I don't feel like it's as fast in conn... moreI donâ€™t have any problems with my ip11. I came from an iphone 7+.",29-Sep-20,Sep,2020,29,0,0
725,Leila,"Anonymous, 27 Sep 2020I like to by iphone 11.. any suggest?It took me a year to have an iphone 11. And i am quite impressed and satisfied.",29-Sep-20,Sep,2020,29,0,0
726,Disappointed,I went from an iPhone 8 Plus to iPhone 11.... I don't feel like it's as fast in connectivity and I'm always near wifi so what's the deal??  Anyone else have this problem?,28-Sep-20,Sep,2020,28,0,0
727,Anonymous,I like to by iphone 11.. any suggest?,27-Sep-20,Sep,2020,27,0,0
728,Leila,I just upgraded my iphone 11 to ios 14.0.1. I havenâ€™t noticed any big changes. Battery still okay. Performance is great. Do you have any issues?,25-Sep-20,Sep,2020,25,0,0
729,mariano,"Anonymous, 24 Sep 2020I just got an Iphone 11 a few days ago and upgraded to IOS 14 the first night. So far, the bat... moreThat's weird. My battery has been as great on 13.7 as on ios 14. I updated to ios 14.0.1 yesterday and battery life is still very good so far. Maybe you should try to do a factory reset... (sorry for my awful english, it's not my native language)",25-Sep-20,Sep,2020,25,0,0
730,Anonymous,"mariano, 22 Sep 2020I finally decided to update to ios 14. Battery is as good as ever. A quite more indeed. Last t... moreI just got an Iphone 11 a few days ago and upgraded to IOS 14 the first night. So far, the battery on my phone sucks!! I don't even use the phone that much because it's not even connected with a cell phone carrier yet. I have no explanation for why this phone could be using this much battery. I close all apps out and I haven't even installed any apps because the Apple store won't even let me download any apps since I haven't put in a payment method.",24-Sep-20,Sep,2020,24,1,1
731,Hun,"Anonymous, 22 Sep 2020No itâ€™s not ur battery is weekThank you for advice.ðŸ™",23-Sep-20,Sep,2020,23,0,0
732,Anonymous,"Anonymous, 21 Sep 2020hello, can some body help me out... how can i send a photo via bluetooth to my nokia 8? You can install the app â€œSend Anywhereâ€ on both phones and then send photos through that",22-Sep-20,Sep,2020,22,0,0
733,Anonymous,"Hun, 21 Sep 2020Hello!My iPhone 11 battery is something wrong! My ph battery is 85 or something before I sleep... moreNo itâ€™s not ur battery is week",22-Sep-20,Sep,2020,22,0,0
734,Gracious,"Anonymous, 21 Sep 2020:)))))))))))))Use SHAREit app. It has to be installed on both phones",22-Sep-20,Sep,2020,22,0,0
735,mariano,I finally decided to update to ios 14. Battery is as good as ever. A quite more indeed. Last two days I get arround 7 hs of SOT each day.,22-Sep-20,Sep,2020,22,0,0
736,Hun,Hello!My iPhone 11 battery is something wrong! My ph battery is 85 or something before I sleep but when I wake up battery is always 4 or 5% issue.Is it normal? Please answer ðŸ™,21-Sep-20,Sep,2020,21,0,1
737,Blackskin,"Anonymous, 21 Sep 2020hello, can some body help me out... how can i send a photo via bluetooth to my nokia 8? You can't. iPhones don't have Bluetooth transfer...just Airdrop. Airdrop is iphone only. You can download google photos on both devices though.",21-Sep-20,Sep,2020,21,0,0
738,Anonymous,"Anonymous, 21 Sep 2020hello, can some body help me out... how can i send a photo via bluetooth to my nokia 8? :)))))))))))))",21-Sep-20,Sep,2020,21,0,0
739,Anonymous,"hello, can some body help me out... how can i send a photo via bluetooth to my nokia 8?",21-Sep-20,Sep,2020,21,0,0
740,nabu,"MirzaSohail, 20 Sep 2020Need suggestions :
Want to choose between Iphone xs 256gb and iphone 11 128gb both are in sam... morego for iphone 11 its better than xs in terms of battery and camera., You wouldn't regret choosing 11.",20-Sep-20,Sep,2020,20,0,0
741,no_ID,"Need suggestions : 
Want to choose between Iphone xs 256gb and iphone 11 128gb both are in same price bracket in uae. 
Main objectives are Camera,battery, display,overall performance,and build quality 
Thnx",20-Sep-20,Sep,2020,20,0,0
742,anonymous ,"Chaibens, 10 Sep 2020Hi guys, I have never been an Iphone user, and I don't think I'll be one day, but pl... moreitâ€™s just the apple tax, as they call themselves premium.",20-Sep-20,Sep,2020,20,0,0
743,Leila,"mariano, 18 Sep 2020Has anyone updated to ios 14? How's battery life? I'm afraid to get my battery roast... moreMy battery life has been great. I updated my iphone 11 to ios 14 and i dont see any problems",19-Sep-20,Sep,2020,19,0,0
744,Leila,"mariano, 18 Sep 2020Has anyone updated to ios 14? How's battery life? I'm afraid to get my battery roast... moreMy battery life has been great. I updated my iphone 11 to ios 14 and i dont see any problems",19-Sep-20,Sep,2020,19,,
745,iPhone,"mariano, 18 Sep 2020Has anyone updated to ios 14? How's battery life? I'm afraid to get my battery roast... moreI use iOS 14 on my iPhone 11 and everything works perfectly.If you want you can update to iOS 14 your choice.",19-Sep-20,Sep,2020,19,0,0
746,mariano,Has anyone updated to ios 14? How's battery life? I'm afraid to get my battery roasted... I had such bad experiences with prior updates in older devices... Should I wait to update my Iphone 11?,18-Sep-20,Sep,2020,18,0,0
747,Anonymous,"Apple Lover, 15 Sep 2020Bro it's an iPhone. It's 4 GB ram = 8 GB ram in any Android device and camera qualit... moreHow can 4gb of apple ram = 8gb of android ram when flagship androids have a higher performance chip-set",18-Sep-20,Sep,2020,18,0,0
748,Anonymous,"Anonymous, 15 Sep 2020ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ how can be better if it has 4gb ram and 12mp while huawei offers 6gb ram 48mp for way les... moreTry to compare haha.",17-Sep-20,Sep,2020,17,0,0
749,ClouDX,"Anonymous, 15 Sep 2020ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ how can be better if it has 4gb ram and 12mp while huawei offers 6gb ram 48mp for way les... moreBro huawei is not optimized and well built like apple, and Apple have their own ecosystem and they really make well optimized products,, which is much better than Android devices",16-Sep-20,Sep,2020,16,0,0
750,Apple Lover,"Anonymous, 15 Sep 2020ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ how can be better if it has 4gb ram and 12mp while huawei offers 6gb ram 48mp for way les... moreBro it's an iPhone. It's 4 GB ram = 8 GB ram in any Android device and camera quality is awesome.",15-Sep-20,Sep,2020,15,0,0
751,Anonymous,"Leila, 11 Sep 2020Yes, i agree with you that specs are better in flagship Android phones. But itâ€™s just on paper... moreðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ how can be better if it has 4gb ram and 12mp while huawei offers 6gb ram 48mp for way less price?",15-Sep-20,Sep,2020,15,0,0
752,Leila,[deleted post]Check your countryâ€™s bandwidths and if it is compatible with the China variant then it will work there in Nigeria.,13-Sep-20,Sep,2020,13,0,0
753,IEEE,"Dwayne, 27 Aug 2020iPhone 11 is the best! I got mine for a little over $650 brand new that comes with a dual sim/... moreIs this Hongkong IPhone 11 dual sim compatible to Nigeria network carriers?",12-Sep-20,Sep,2020,12,0,0
754,Leila,"Anonymous, 11 Sep 2020Hi i just want t ask if the HK VARIANT or CHINA VARIANT are like the US Variant the onbly diff... moreYou have to check their bandwidths. I have the China/HK variant and I use it here in the Philippines. And it works perfectly fine. Lte ok. Calls & texts ok. Wifi ok. I think the major difference is on the sim capabilities. US is not dual nano sim. China yes.",12-Sep-20,Sep,2020,12,0,0
755,Anonymous,Just hd screen and super overpriced :D I cant understand who can buy this phone.,11-Sep-20,Sep,2020,11,0,0
756,WHO AM I,"Anonymous, 27 Aug 2020I still hate you canâ€™t charge and wear your headphones at the same time Don't use phone while charging. Time is precious, but life is more.",11-Sep-20,Sep,2020,11,0,0
757,WHO AM I,"Chaibens, 10 Sep 2020Hi guys, I have never been an Iphone user, and I don't think I'll be one day, but pl... moreI never owned an iPhone ever. But, assuming below facts surpass others for insane price even with strings attached.
 
Performance, quality & independent security update",11-Sep-20,Sep,2020,11,0,0
758,Leila,"Chaibens, 10 Sep 2020Hi guys, I have never been an Iphone user, and I don't think I'll be one day, but pl... moreYes, i agree with you that specs are better in flagship Android phones. But itâ€™s just on paper. The way android phones are made is not at par with how iphones are made. The technology of iphone simply does not need higher specs just to be fast, efficient, effective, etc. I have an 8GB ram Android phone yet my iphone 11 is way faster and has better cameras.",11-Sep-20,Sep,2020,11,0,0
759,Anonymous,Hi i just want t ask if the HK VARIANT or CHINA VARIANT are like the US Variant the onbly diff is SIM CARD?,11-Sep-20,Sep,2020,11,0,0
760,What,"Chaibens, 10 Sep 2020Hi guys, I have never been an Iphone user, and I don't think I'll be one day, but pl... moreSpecs are even better",10-Sep-20,Sep,2020,10,0,0
761,no_ID,"Hi guys, I have never been an Iphone user, and I don't think I'll be one day, but please can any one explaine to me why they are so expensive comparing to an andriod phone despite they are less in term of specs, for me it's weirred, when I compare somme of samsung midrange phone (A series for exemple) with an Iphone last generation they semme very close in term of specs, so why are they so expensive, is it because they are USA trade mark or marketing matter.",10-Sep-20,Sep,2020,10,0,0
762,Leila,"Mike , 07 Sep 2020I'm.planning to get one also but I'm still hesitant because of warranty according to... moreIf you really need the warranty, then buy from Apple stores like Beyond the Box and Powermac. But repairs can be done in Greenhills right? So I think if you take care of your gadgets well, then you dont need the warranty coz you can have repairs in other shops.",10-Sep-20,Sep,2020,10,0,0
