,ID,title,verified,stars,body,date,Month,Year,Mentioned purchase time?,Mentioned battery and reliability info?,Review was updated?,"In box problem, no problem, out of box problem? (-1, 0, 1)",Problem with equipment/accesories?,Problem with customer service?,Comments,"How many months between purchase time and the review submission date? (1-less than 1 month, 2- 1 to 6 month, 3- 6 to 12 months, 4- more than 12 months)",Battery failure? 0 or 1
1189,MG,Good Decision,Verified Purchase,5.0 out of 5 stars,"I have never bought a used phone before and I've never bought one online. I always went through my carrier. However, this time I was ready to save some money and get an unlocked phone. I was a little nervous but I did some research and then took a risk since I had time to return it for a full refund if it didn't work out. The phone came in perfect condition and works like new. To me, I can't tell the difference between this phone and a brand new one! I've been using it for about 4 days and I've had no issues! Definitely worth the risk.",19-Oct-20,October,2020,1,0,0,0,0,0,,1,0
1190,angelina,I thought it may be fake but it wasn’t,Verified Purchase,5.0 out of 5 stars,"I honestly thought this may have been a scam but it wasn’t and the package even came early. Everything works great and the battery life is 94%. The only minor thing is when I got the phone, it was on 2%. But I charged it and it was fine.",17-Sep-21,September,2021,,,,,,,,,
1191,b g,Be careful with refurbish phones,Verified Purchase,2.0 out of 5 stars,Battery dies early and Face ID barley worked. Within two weeks the phone over heated and screen popped out and it is not a real Apple display.,3-Jul-22,July,2022,,,,,,,,,
1192,Irma zapata,"La calidad y el aspecto es buena, lo uso y no me presenta ninguna falla",Verified Purchase,5.0 out of 5 stars,Para mi huso personal,25-Mar-22,March,2022,,,,,,,,,
1193,Branden Whalen,Great value if you need front of the line for “cheap”,Verified Purchase,5.0 out of 5 stars,"Phone came in folded fedex bag inside of a box the same size of the phone, wrapped in bubble wrap. Not the worst packaging, but was a tad worried about integrity of phone. So put that into consideration if you want to. Phone had 100% battery life, setup and SIM card transfer was instant and easy. Great and snappy phone, was worth buying a refurbished version. Only thing I can truly complain about is that when I took off the provided screen protector off to put an expensive one I bought there were very visible scratches all over the screen. Other than that, if you’re into saving about $400 and don’t mind a refurbished product, this phone is for you.",22-May-20,May,2020,0,1,0,-1,0,0,,0,0
1194,Jamie,Just like new!,Verified Purchase,5.0 out of 5 stars,"This one had the best reviews so I ordered it. Looks like a brand new, never used iphone! Everything works and my brother was very happy!",21-Dec-21,December,2021,,,,,,,,,
1195,Nikki,"Had to get a new phone after 3 years, this was perfect!",Verified Purchase,5.0 out of 5 stars,"Came packaged nicely, and came a day early! Very pleased with this purchase! Thankyou :)",9-Feb-22,February,2022,,,,,,,,,
1196,Brandon,Very awesome.,Verified Purchase,5.0 out of 5 stars,I love everything about this product and I’m not just saying that like I’m an apple fanboy it’s a really good phone great features and so on siri annoys me cause she chimes in for no reason but that’s always a thing over all it was well worth it .,12-Sep-21,September,2021,,,,,,,,,
1197,Ceudiel Alexis Valero Portilla,Excelente compra.,Verified Purchase,4.0 out of 5 stars,"Producto en excelentes condiciones fisicas, con un mes de garantía, batería al 99%, sin rayones, cámara y pantalla en excelente estado. Imei original, totalmente desbloqueado y funcional para las redes móviles en Colombia. Caja y cargador genérico marca LG, cable lightnin apple y entrega en el tiempo estimado, incluso un día antes de lo previsto. En general, muy buena experiencia de compra.",10-Jan-21,January,2021,,,,,,,,,
1198,Meadow,"A great vprice, came fast, works perfectly",Verified Purchase,5.0 out of 5 stars,"I had been looking everywhere for an unlocked iPhone 11 but they were hard to find. The refurbished price was about $800, unless I wanted to risk eBay. This was such a great deal and the phone works perfectly. It came in 4 days, was packaged carefully, and no problems at all.",5-Sep-21,September,2021,,,,,,,,,
1199,Preslie,Don’t expect to be refunded if you have an issue with the phone!,Verified Purchase,1.0 out of 5 stars,"I purchased this phone and the first one I received did not work properly, the volume button did not work and not to mention the phone was filthy. There was gunk built up on the speaker. So I returned that one for a replacement. It was also damaged. The speaker didnt properly work. Nobody could hear me when I would FaceTime or talk on speaker. So I returned that phone as well and requested a refund I didn’t want another replacement. This was in April and Amazon still hasn’t refunded me the money for both phones, even after providing the tracking number and the person who signed for the phone confirming that it was returned. I’ve been going back and forth for 2-3 months now and nothing has been resolved. Which has left me with leaving a 1 star review. I’ve never given a bad review but this was deserving of it. Needless to say I will never buy a phone on Amazon again.",16-Jun-22,June,2022,,,,,,,,,
1200,Alondra Vidal,Loveeeeee it !!!! 😍,Verified Purchase,5.0 out of 5 stars,"It’s a refurbished phone I don’t mind that it didn’t come in an original box, the phone itself is in very very good shape, I was so skeptical about buying this phone from amazon since it’s my first time buying a phone online but it is in very good condition! No cracks no scratches ! Looks brand new !! Seems to be working fine for now hopefully it stays that way I just need to see if it’ll work with my carrier, it came with a screen protector which was a nice touch :) really happy with the productUPDATE!!!! After a Month or two of having it, it still works really great! Batter life is long and it charges super fast. Highly recommend",24-Apr-20,April,2020,1,0,1,0,0,0,,2,0
1201,Leeann Brown,Excellent,Verified Purchase,5.0 out of 5 stars,Love it,1-Apr-22,April,2022,,,,,,,,,
1202,Cody,"Good condition, not what I was looking for",Verified Purchase,5.0 out of 5 stars,"I was testing the waters to see if I wanted to switch to apple from Android. Phone came in with a few scratches on the body and the battery was at 87%, so it was in pretty good condition. Only returned it because iOS isn't my thing. Comes with a SIM tool and a 10W generic charger. I think the phone is supposed to come with 18W, but it's a good backup charger.",8-Jul-21,July,2021,,,,,,,,,
1203,Jordyn Laslo,Wi-Fi?,Verified Purchase,2.0 out of 5 stars,"I had the phone for about a week and started noticing some issues with the Wi-Fi but would just reset my phone. One day the phone wouldn't let any calls or texts go through I ended up having to go to my phone carrier and see if they could help me and they got it working for a good 5-10min and the it went right back to not doing anything staying that there was no signal. I couldn't get onto any of my apps because there was no connection but when I went into the network settings, it said it was connected to the Wi-Fi. I'm very unclear about the issue but now I have to deal with sending it back to amazon and waiting to purchase the same kind through my phone carrier. I had bought an iPhone 7 off of Amazon and it works great still!",10-Nov-21,November,2021,,,,,,,,,
1204,CoRonda King,"Yes, I would recommend",Verified Purchase,5.0 out of 5 stars,"Got this phone for my daughter for Christmas. She absolutely loves it. Works great, so far no problems.",24-Jan-22,January,2022,,,,,,,,,
1205,Iheme Andrea,The color is not all that purple. It is more grayish,Verified Purchase,4.0 out of 5 stars,"Generally, it is good.",5-Sep-21,September,2021,,,,,,,,,
1206,Antonio Johnson,Very Satisfied,Verified Purchase,5.0 out of 5 stars,Very satisfied.,31-Mar-22,March,2022,,,,,,,,,
1207,Audrey B.,BUYER BEWAR,Verified Purchase,1.0 out of 5 stars,BIRTHDAY PRESENT GONE WRONG. Bought this for my mother in law for her birthday. Tried to get all her stuff transferred onto it. She even took it to T-Mobile they worked on it for two hours. They kept telling me it was unlocked and it should work. I finally called APPLE and she was helping me then asked me what my iCloud were that was logging into. Surprise! Someone else’s iCloud was still logged into the phone. Sent it back with the return label they gave me and now they are saying they didn’t not get it. IM OUT ALL THAT MONEY. 10 out of 10 do not recommend. Amazon was no help either!,12-Aug-22,August,2022,,,,,,,,,
1208,APB3,Dead after 90 days and 14 hours. Amazon saved me.,Verified Purchase,1.0 out of 5 stars,"The phone had a 90 day warranty. On day 87, the phone started to act up. Power button wouldn't work, etc. On the morning of the 91st day, the phone died. I called Amazon who contacted the seller for me to ask for a one time exception to grant the return. The seller, BuySPRY, said ""no"" and suggested that I take it to a local repair shop. I contacted Amazon again and they granted the return.There were warning signs:1) The phone came with a few greasy finger prints.2) The battery would only charge to 80% (which is what they claimed, so OK)3) Out of the box, the phone had a hard time setting up. Took a few tries.Anyway, maybe BuySPRY is a good company, but without Amazon customer service, I would have been out $500.",6-Jul-22,July,2022,,,,,,,,,
1209,Sarah,Very visibly used and not worth the $100 price difference compared to a new phone,Verified Purchase,2.0 out of 5 stars,"This review is based on the renewed status of the phone and not of the iPhone itself. I had previously purchased a renewed Galaxy phone from Amazon and the phone was practically new for a small fraction of the price and it came with the original box and accessories. I thought it'd be worth it to save $100 or more since my last experience went so well. Unfortunately, the iPhone I received was very visibly used with scratches littering both sides of the phone, but without deep cracks to the screen. The battery's health was on the lower side. The phone also came in a generic box with generic accessories, which was to be expected since it is in the item description, but when you look at what you get for the renewed price it seems like a poor deal. Thankfully Amazon has a longer return period if the phone doesn't work out for you, but I only needed a few minutes with the phone to know that I'd rather buy a new phone from Apple for $100 more.",26-Jul-21,July,2021,,,,,,,,,
1210,R,Quit working after just a few months,Verified Purchase,2.0 out of 5 stars,"I purchased the refurbished phone in August for nearly $500. On Friday, after less than 6 mos. it stopped working. The screen would not swipe. I had used it just minutes ago and it was sitting in my purse and then it no longer functioned. I tried all the recommended Apple ""fixes"", to no avail. I took it to the Apple store.Sadly, the phone is not able to be repaired unless hundreds of dollars are spent. It is NOT a software issue, it is the hardware. Something has failed and the phone is useless. Vendor was unable/unwilling to help.",21-Feb-22,February,2022,,,,,,,,,
1211,André Brown,Absolutely amazing value for money,Verified Purchase,5.0 out of 5 stars,This thing was in pristine condition there is no way that you could tell me that it's device was a refurbished model if I wasn't the one who purchased it and took it from the box...98% battery health and face ID working like a charm if you're on a budget this right here is where it's at...,14-Aug-21,August,2021,,,,,,,,,
1212,Elsie Navicki,Ease of use,Verified Purchase,4.0 out of 5 stars,I have only had this phone a few days and I really cannot give it a fair judgment will do later . The phone was delivered early and in good condition,21-May-21,May,2021,,,,,,,,,
1213,Marina Henry,Hardware bad software good,Verified Purchase,3.0 out of 5 stars,Listen hardware wise it’s okay. Some missing chips in paint and a lot of little scratches from an angle hopefully it doesn’t cause too much trouble when the screen protector comes in(will update later). Software I don’t see any problems so far but will edit if there comes an issue!,12-Oct-21,October,2021,,,,,,,,,
1214,Maria Tereza Rodriguez,Looks new,Verified Purchase,4.0 out of 5 stars,Minor chip in one corner but everything works great. My brother loved his new phone.,22-Jul-21,July,2021,,,,,,,,,
1215,Michael and Angela Morrison,It works great,Verified Purchase,5.0 out of 5 stars,"I bought this for my husband’s birthday in August. He loves it, the phone works just as good as mine that I paid double the price for. It was a good buy",15-Nov-21,November,2021,,,,,,,,,
1216,bryan/akilah,Look like nee,Verified Purchase,5.0 out of 5 stars,It was a good buy. Look like new.,5-Mar-22,March,2022,,,,,,,,,
1217,Sandy Spiller,Replacement,Verified Purchase,5.0 out of 5 stars,This phone is a replacement for a iPhone 6splus.,1-Mar-22,March,2022,,,,,,,,,
1218,Skyler Ridgway,Came dirty,Verified Purchase,2.0 out of 5 stars,Literally food was on it had to clean every inch of it,1-Aug-22,August,2022,,,,,,,,,
1219,blake,Perfectly remade,Verified Purchase,5.0 out of 5 stars,"I have been looking for a reasonably priced iPhone 11 for a while. I decided to take a change on the refurbished iPhone 11 (I got mine in black). It arrived sooner than the expected date and the packaging was exactly what I expected, excellent! As for the phone itself it came with an iPhone charger (not from Apple but works great) my iPhone already had a screen protector on it and the battery life was at 100. It worked just as well as you would buy one from Apple. No dents or scratches. I would 10/10 recommend.",5-Nov-20,November,2020,0,1,0,0,0,0,,0,0
1220,Amazon Customer,The battery life was lower than I expected.,Verified Purchase,4.0 out of 5 stars,"This phone is what I expected, however the battery life is dwindling.",30-Jul-21,July,2021,,,,,,,,,
1221,Rod Bennett,Does Not Work,Verified Purchase,1.0 out of 5 stars,"I purchased this tested/renewed/guaranteed I phone, transfered all my data and sim card only to find that the phone does not work-the microphone is inoperable-Avant solution? Take it to Best Buy and they will split the repair cost, or purchase another phone from them, wait for it to arrive, transfer my data again and return the broken phone. Sounds kind of backwards to me. Right now, they have my money and i have a broken phone and it's all on me to make it right. Not what I expected from Amazon.",31-Aug-22,August,2022,,,,,,,,,
1222,Amazon Customer,"Everything was great!!! This is a good phone, no complaints!!!😃",Verified Purchase,5.0 out of 5 stars,Everything is okay 👍🏼,19-Mar-22,March,2022,,,,,,,,,
1223,Isaias,No fue compatible con mi compañía de celular,Verified Purchase,3.0 out of 5 stars,Muy bonito todo se ve bien pero no fue compatible ya lo envía hace las de 10 días de regreso y no recibo mi reembolso,21-Dec-21,December,2021,,,,,,,,,
1224,Lilia,Help to unlock the phone.,Verified Purchase,5.0 out of 5 stars,"Hello. I really liked the phone, and I have no complain about its operation. However, I bought the phone but I live in Angola and I didn't know that it was locked for att.I know its my fault, and I'm really sad because I can't use the phone right now.Can you help me?I tried to unlock it on att website, but they ask me for the first phone contact associated with the phone, and I don't have that information.",20-Mar-21,March,2021,,,,,,,,,
1225,KyKy,Exceeded my Expectations,Verified Purchase,5.0 out of 5 stars,"The phone came in like brand new. I’ve been using it for over a month now and it works like brand new. It’s definitely worth the money, and exceeded my expectations. There were no visible or harsh scratches or damage to it when it arrived, and compared to my iPhone 6, the battery life is long. There are plenty of reasons to buy a refurbished phone; money saving and reusing is one of them. I’d say go for it if you really want to.",7-Mar-21,March,2021,,,,,,,,,
1226,Joseph Duke Kamara,They deliver what they promise,Verified Purchase,4.0 out of 5 stars,"The product was nice, it had some problem but I was refunded",28-Jul-21,July,2021,,,,,,,,,
1227,mario p,Great phone,Verified Purchase,5.0 out of 5 stars,Battery life,26-Mar-22,March,2022,,,,,,,,,
1228,Amazon customer,Great buy,Verified Purchase,5.0 out of 5 stars,Like new iPhone 11.,18-Mar-22,March,2022,,,,,,,,,
1229,EstefaniaRo,It looks and function as brand new!,Verified Purchase,5.0 out of 5 stars,"It came in perfect conditions, and arrived earlier yeah expected. Came with screen protector and charger.",23-Jan-22,January,2022,,,,,,,,,
1230,Rene Nadeau,Very Happy Overall,Verified Purchase,5.0 out of 5 stars,Very Happy Overall,21-Mar-22,March,2022,,,,,,,,,
1231,Kevin Pace,Like new!,Verified Purchase,5.0 out of 5 stars,Good stuff!,25-Mar-22,March,2022,,,,,,,,,
1232,Francisco Paolo Espinel,La reseña en español que necesitas,Verified Purchase,5.0 out of 5 stars,"El celular vino impecable, con mica, nuevo, sin rayones, batería 100%. Lo compré en EEUU y lo traje a Ecuador, funciona de maravilla. Es la mejor compra que he hecho en años en amazon, pero ojo!!! Comprenlo con BuySPRY, de este proveedor ya había leído reseñas excelentes y no me falló, qué excelente servicio.",16-Aug-21,August,2021,,,,,,,,,
1233,Amazon Customer,Great price,Verified Purchase,5.0 out of 5 stars,Awesome,28-Mar-22,March,2022,,,,,,,,,
1234,TaylorMarie,"Phone just like description, love it",Verified Purchase,5.0 out of 5 stars,"Love the phone, brand new conditions, I didn’t see any problems. Great battery life. Like I can be on 1% and still use my phone no problems. Came quickly. I bought the unlocked version and I have T-Mobile. I’ve had the phone for about a month no issues. T-Mobile was able to easily connect it with my old number. My only issue is that my google accounts keep asking me for my password. Not sure if that’s a phone issue or a gmail issue.",11-Feb-21,February,2021,,,,,,,,,
1235,Moataz Ahmed Mousa,Good mobile,Verified Purchase,4.0 out of 5 stars,I dislike no availability of hotspot,16-Aug-21,August,2021,,,,,,,,,
1236,One Boss,Great service,Verified Purchase,5.0 out of 5 stars,The only the thing I didn’t like is the charger it came with I’m going to be honest that charger I could have gone without it it takes so long to charge the phone but otherwise everything was smooth,8-Oct-21,October,2021,,,,,,,,,
1237,Carlos,Wait this is renewed!?,Verified Purchase,5.0 out of 5 stars,"This is the best experience I’ve had with a renewed phone, it comes in anothee box and another charger (I was expecting to buy the fast charge anyways) it comes with a 96% of battery health and just ONE scratch on the back but it is really small, it comes unlocked (or at least you can use it with metro by t-mobile) definitely recommend! Great product! <3",11-Jul-21,July,2021,,,,,,,,,
1238,Iza_emjay,LOOKS AS GOOD AS NEW! It’s Perfect,Verified Purchase,5.0 out of 5 stars,Product arrived on time. It’s exactly as advertised. Considering getting another one.,6-Feb-22,February,2022,,,,,,,,,
1239,Allyson McGraw Thomas,My son is overjoyed with his phone....thank you!,Verified Purchase,5.0 out of 5 stars,Thanks so much!,19-Mar-22,March,2022,,,,,,,,,
1240,Russell L. Slendebroek,Works like a charm!,Verified Purchase,5.0 out of 5 stars,"This is a refurbished phone. Minor scratches on the back and sides of the phone. However, with a phone case you don’t see any of the cosmetic damage. Phone works like a champ and holds a charge.",14-Oct-21,October,2021,,,,,,,,,
1241,Cole,A few scratches on the screen,Verified Purchase,4.0 out of 5 stars,"The phone came with a few scratches on the screen but you can't see them after putting a screen protector on. Everything else works fine, the battery came in with 86% battery health.",25-Apr-21,April,2021,,,,,,,,,
1242,Lewis,Excellent!,Verified Purchase,5.0 out of 5 stars,It has more updated things and easy to use.,22-Feb-22,February,2022,,,,,,,,,
1243,Triniflyboy,Great Quality,Verified Purchase,4.0 out of 5 stars,Very happy with this purchase.,16-Aug-21,August,2021,,,,,,,,,
1244,Hanna,Very good purchase,Verified Purchase,5.0 out of 5 stars,"The phone is almost brand new! Battery health up to 91%, only a few ( around 4 tiny specks) scratches, unlocked (im in latinamerica), with working faceID, speakers etc. AMAZING purchase!",8-Nov-21,November,2021,,,,,,,,,
1245,Kally Roberts,5-Star for 90 Days ONLY,Verified Purchase,1.0 out of 5 stars,"This phone arrived and was in perfect looking condition. I was able to swap SIM cards and activate on my Metro PCS account within minutes. All was going great until the 90 day period came and I was unable to hear anyone when holding the phone to my ear. I went into an Apple store to diagnose and they told me it would cost $280 to replace the speaker, they showed me where a screw had pierced the speaker, probably during refurbishing. So only able to talk on speaker or Bluetooth now. Following this, my battery began going down so quickly, the most I could use the phone navigation was 10 minutes until it would turn off. I checked my battery settings to find out that my maximum capacity is 23%.This is such a scam, fraud and misrepresentation of an iPhone. Don’t waste your hard earned money and get screwed.",20-Jun-22,June,2022,,,,,,,,,
1246,Thierry,Sound sucks - need headphones to work properly,Verified Purchase,2.0 out of 5 stars,The phone looks immaculate but the sound sucks - what happened to the volume? Sounds like water damage.,7-Jul-22,July,2022,,,,,,,,,
1247,A Hilton,Perfect !,Verified Purchase,5.0 out of 5 stars,I love it. Ordered yesterday and it was delivered today which is one day earlier than it was suppose to come. Everything is in perfect condition and it worked with metro. I had 0 issues. Switched from iPhone 8 Plus. I was very hesitant on buying because of some of the reviews saying it wasn’t fully unlocked. but I’m glad I bought it. 🙃,15-Jul-21,July,2021,,,,,,,,,
1248,Bcgaming125,iPhone 11,Verified Purchase,5.0 out of 5 stars,Ok so I know there’s a lot of people saying this order is not worth but honestly I got my phone a VERY good condition and would buy again in the future I WOULD totally recommend you buy this if is so worth it!,13-Sep-21,September,2021,,,,,,,,,
1249,Pj529,Great purchase,Verified Purchase,5.0 out of 5 stars,Arrived sooner than expected. Cosmetic looks new. Adding to existing account went well.,27-Jan-22,January,2022,,,,,,,,,
1250,justme,I'm happy!Needed to upgrade,Verified Purchase,5.0 out of 5 stars,Needed to upgrade my phone and this is the ticket--I'm still learning and so far I have no complaints!!!!,30-Dec-21,December,2021,,,,,,,,,
1251,Kindle Customer’s Husband,Reliability and As Advertised,Verified Purchase,5.0 out of 5 stars,"Worked as advertised. As a refurbished iPhone, you are always worried that it may not work as well as a new iPhone. I have been pleasantly surprised with the overall condition and performance of the device. The savings and the warranty were attractive enough for me to take the risk. Based on my experience so far, I would do it again.",8-Jul-21,July,2021,,,,,,,,,
1252,April,Looks nearly brand new,Verified Purchase,5.0 out of 5 stars,I was so worried about buying a phone from here (iPhone 11) . It’s for my sons birthday and I haven’t given it to him yet so I’m not sure how it’s operating but it looks nearly brand new and it’s charging to 100%. I’ll update if there’s any problems but I have a feeling all will be fine.,25-Jul-21,July,2021,,,,,,,,,
1253,Nathan Jennings,Came like new,Verified Purchase,5.0 out of 5 stars,Came In like brand new couldn’t tell a difference. Definitely would recommend.,29-Jan-22,January,2022,,,,,,,,,
1254,Elliot Remy,"Came with Face I.D. only working half the time, bottom right corner of screen black.",Verified Purchase,1.0 out of 5 stars,"I am honestly ashamed that this was allowed to come through to my house, it says that some products may have components that weren't made by apple, I understand that, but it said that it would work the same. The one I got from Avant Solutions didn't, it was a unauthentic screen from who knows where that only worked half the time, it came with the bottom right of the screen blacked out, the face I.D. would only work a 4th of the time. On top of all that sometimes when I turned on the screen it would just be black led lights showing up, I would have to reset the phone for the screen to turn back on again. I am very mad, I have already sent the package back but it is very weird for me because this is the first time I have actually been scammed by a seller.",14-Jun-22,June,2022,,,,,,,,,
1255,Jeff Haskin,Phone looks and acts new,Verified Purchase,5.0 out of 5 stars,"Bought for wife’s birthday. So far, it works fine",12-Feb-22,February,2022,,,,,,,,,
1256,Sergio Paulo Tena Cano,Working great,Verified Purchase,5.0 out of 5 stars,The phone works great and at a great price will definitively buy another one in a couple years,1-Jan-22,January,2022,,,,,,,,,
1257,Vanessa Kelly,This phone is awesome it looks new and works well for me 🤗,Verified Purchase,4.0 out of 5 stars,The media could not be loaded.,16-Sep-21,September,2021,,,,,,,,,
1258,Matthew Clark,Scratches,Verified Purchase,3.0 out of 5 stars,The phone works great but I’m disappointed by the scratches the backside has some scratches but the scratch in the frontside at the bottom left is noticeable I wish they would show a picture of the phone to sell and not get surprised when it comes in,24-Sep-21,September,2021,,,,,,,,,
1259,Matheus,Face recognition,Verified Purchase,5.0 out of 5 stars,"Fine quality! Very, very superior delivery. The packaging was very decorous. A+++",27-Jan-22,January,2022,,,,,,,,,
1260,DIANA SORENSON,Love the phone,Verified Purchase,5.0 out of 5 stars,"My new iPhone arrived on time, in great shape, and unlocked. I would recommend to anyone.",7-Jan-22,January,2022,,,,,,,,,
1261,noble john,The phone is great but the battery life was bad but it was a good buy,Verified Purchase,2.0 out of 5 stars,The phone is great but the battery percentage is on 88% which I believe could have been at least 95% for a renewed iPhone 11.,22-Jun-22,June,2022,,,,,,,,,
1262,kyra d.,Just keep going...DO NOT buy a phone from these people!,Verified Purchase,1.0 out of 5 stars,"What an awful, frustrating month long experience. Save yourself a ton of grief and aggravation and do not buy a phone here!! This whole experience was tragic. The phone was an absolute complete and total piece of worthless junk. The key board didn't work, it constantly froze up, it muted itself whenever it felt like it. I initiated a return process after the hassle of importing everything onto it then having to reverse the process when I realized the phone was possessed. I contacted the company and their big solution was to have me take the phone to a local repair shop like it was a pair of shoes and get an estimate for repairs, send them said estimate and they would then reimburse for the repair cost if the estimate was to their liking.NO WAY!! Ludacris, absurd solution! I finally had to get Amazon customer service involved, 6 phone calls over the span of a week and they were nice about it but I had to drive the phone 45 minutes to a UPS drop off spot after that and finally got a refund but not for the full price paid so I had to call Amazon AGIAN to get it fully rectified. Even the Amazon representative said this was a totally bogus response and proposed solution from the seller and to not buy 3rd party seller items in future. Lesson learned! Don't waste your time with this company. they sell you junk and make it as hard as possible to return for a refund. one month out and I still don't have a phone. Waiting till Black Friday at this point and buying new.",27-Nov-20,November,2020,1,0,0,1,0,1,,1,0
1263,Stefan,Great price/value,Verified Purchase,4.0 out of 5 stars,"Had to contact Apple support because it apparently had multiple Apple IDs on the same device before, so set up was a bit lame, but once i got in, it was smooth as hell. Still can’t believe I got it at such good price. And it even came with a screen protector!",3-Dec-20,December,2020,0,0,0,-1,0,0,,0,0
1264,Jacob McComas,Came with bad software. Apple can't help.,Verified Purchase,2.0 out of 5 stars,"I've had the phone for about 16 hours. Nothing but trouble right from the start. It keeps restarting itself and shutting the screen off randomly. I spent over an hour troubleshooting with Apple. They said that it's probably bad software. I'm sure iPhone 11s are great, just don't waste your money buying it from Amazon. Buy refurbished directly from Apple. That way you have options if it doesn't work (other than wasting your time returning it.)",5-Mar-22,March,2022,,,,,,,,,
1265,Judith Possinger,User friendly,Verified Purchase,5.0 out of 5 stars,Private use. It’s easy to use.,1-Mar-22,March,2022,,,,,,,,,
1266,angelica,The phone is in Great condition!,Verified Purchase,5.0 out of 5 stars,"The media could not be loaded.
 I really liked the packaging that the phone came in. Everything was wrapped, and sealed neatly. I would honestly get as much gigabytes as possible so your phone has enough space, and storage. I wasn’t sure if I should buy this phone because it is amazon renewed, but they did a great job. Battery life was perfect, screen and all is functional. Make sure you have a SIM card for the phone. The value is kind of expensive but it’s worth it, also the phone is fully unlocked and that is very important!. Thank you!",23-Jun-20,June,2020,0,1,0,-1,0,0,,0,0
1267,Happy Customer 😊,Quality of the product 👌,Verified Purchase,5.0 out of 5 stars,The quality and product overall..,4-Mar-22,March,2022,,,,,,,,,
1268,Luisa,Good for the money/worth it,Verified Purchase,5.0 out of 5 stars,"Value for the money, it had a couple of scratches in the back but barely noticeable otherwise the phone runs good fully unlocked looks almost like new . The only complain I have about this phone is that the charger that comes with it, is not an Apple charger is just those cheap chargers you could buy at the dollar store. it does charge with it, but be ready to buy a new one soon after",30-Mar-21,March,2021,,,,,,,,,
1269,Capita,Good condition,Verified Purchase,5.0 out of 5 stars,Great!!!,20-Mar-22,March,2022,,,,,,,,,
1270,blk,Functionally really good....cosmetically not very good,Verified Purchase,3.0 out of 5 stars,"This phone appears to work well, but I was quite disappointed by the appearance. The screen and phone case are very scratched up. If I didn't need a phone immediately I would have sent it back. REally expected a nicer looking phone.",1-Oct-21,October,2021,,,,,,,,,
1271,Cesar,Muy mala.calida el sonido es orrible,Verified Purchase,5.0 out of 5 stars,Muy mala.calida la batería esta en un porcentaje bajo y el sonido es muy mal,8-Jan-22,January,2022,,,,,,,,,
1272,Glenda Henley,Horrible Phone,Verified Purchase,VINE VOICE,I would suggest you stay away from getting any phone from them! The phone would not get any service for 3 weeks. We were constantly calling our cell phone service complaining to them that it wasn’t working. They sent out a new SIM card and we were still having problems. We go to Best Buy to get them to check the phone and they tell us the phone is not capable of getting service! They tell us the hardware is damaged on the phone! Do not waste your time or money!,20-Aug-22,August,2022,,,,,,,,,
1273,Isabella H.,"I’m sure some are good, but the one I got HORRIBLE",Verified Purchase,2.0 out of 5 stars,"The charger that mine came with caught on fire, and burned a hole in my seat, the phone screen wasn’t apple and peeled off, and I tried getting a replacement but the buyer still isn’t getting back to me even after I already returned it. And I haven’t gotten a refund",3-May-22,May,2022,,,,,,,,,
1274,Khalil Newkirk,I THINK EVERYONE SHOULD BUY IT,Verified Purchase,5.0 out of 5 stars,"Love it, phone work on good condition!! EVERYTHING work totally fine, and it actually came WAYYYY faster then it was supposed to",7-Dec-21,December,2021,,,,,,,,,
1275,Roger,Better than expected Xmas Gift,Verified Purchase,5.0 out of 5 stars,Excellent condition physically and operationally and even had glass screen protectors still installed and without a blemish,29-Dec-21,December,2021,,,,,,,,,
1276,Quanneisha Mccloud,GOOD,Verified Purchase,4.0 out of 5 stars,i love it only thing was wrong was my screen i couldnt use letters left if screen paid to get screen replace but anything ither than that was fine,1-May-21,May,2021,,,,,,,,,
1277,lauren,YES!!,Verified Purchase,5.0 out of 5 stars,"I love this phone it was so easy to set up the battery life is at 87% and it charges so much faster than my old phone (iphone8+) everything works and looks brand new. Also came with glass screen protector already on and clean!!! So satisfied, if you need a new phone i definitely recommend.",27-Jul-21,July,2021,,,,,,,,,
1278,Alla kim,Terrible product,Verified Purchase,1.0 out of 5 stars,Terrible product. I received this iPhone 11 unlocked. It seemed to have worked good at first. It lasted for 2 months under 90 days. Took it to apple they said it was a software malfunction and nothing can be done. The phone just dropped service one day and it could not be repaired. I hope the people selling these phone do a thorough check of the device before listing it.,19-Sep-22,September,2022,,,,,,,,,
1279,Jocelyn,I’m super happy with my new iPhone 11!,Verified Purchase,5.0 out of 5 stars,I love this so much ! The vendor was one of the only ones who had yellow iPhones available at a good price. I just upgraded from a iPhone 8 that I had for less then a week due to it size. Now this is everything I wanted and more. I love yellow lol. Also I was so happy to see there was a screen protector already in my phone. Like really? That’s a win. I now have 4 extras just in case . It’s also a lot faster then my iPhone 8 and transferring my stuff was eAsy.,14-Aug-20,August,2020,0,0,0,0,0,0,,0,0
1280,Alejandro Pulido,Rayones,Verified Purchase,3.0 out of 5 stars,La pantalla tenía demasiados rayones,6-Feb-22,February,2022,,,,,,,,,
1281,Devin Martin,I like it!,Verified Purchase,5.0 out of 5 stars,I received it before the predicted arrival time and everything works great!,20-Jan-22,January,2022,,,,,,,,,
1282,MStar,worth it,Verified Purchase,5.0 out of 5 stars,This came like it was brand new,22-Feb-22,February,2022,,,,,,,,,
