,body,target,polarity,subjectivity,camera,charger,price,quality,brand,update,speaker,battery health,screen/ display,shell condition,camera_ CA score ,charger_ CA score ,price_ CA score ,quality_ CA score ,brand_ CA score ,update_ CA score ,speaker_ CA score ,battery health_ CA score ,screen/ display_ CA score ,shell condition_ CA score 
2490,It was Perfect,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,Perfecto estado 🤩/ is perfect work great 😊,1,0.9,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,"When peeling the phone film off, there were shards of glass coming from somewhere on the phone. There was also an almost intentional cursive H dead smack in the middle of the screen. No iphone certified accessories were included, only 3rd party.Its the same price, new, from the Apple store. Just do that.",1,-0.2,0.4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2493,"Came quick , no issues with my phone so far. I am excited i was long over due for an upgrade 🤗",1,0.14166666666666666,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,Given as a gift to family member and they are very pleased,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,Work well,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,"The cellphone does not work well. It starts and after 2 min resets by itself.It's an internal problem, I do not know if it's a problem with the battery or the motherboard",1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2497,Good condition,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
2498,Awesome,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,Works just like it was new even came with screen protector.,1,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2500,Perfecto!,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,Great product !,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,"DO NOT GET THIS PRODUCT, the battery is beginning to swell and heat up, this means it’s now at risk of exploding and I have done research on why these phones explode. I know it LOOK good but don’t risk it!",1,0.19374999999999998,0.64375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2503,I love this iPhone. I bought the refurbished product and have yet to find anything wrong with it,1,0.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,He loves his phone,1,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,Exelente compra a valido la pena,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,"Me llego un telefono dañado, primer punto la batería indicaba que era una pieza no original, el bluetooth no funciona y el botón lateral para silencia tampoco funciona.",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,"Phone came in pristine condition and 100% battery capacity, it was basically new and at that price can’t beat it.",1,0.0,0.125,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
2508,Received a day before I expected it and exactly as advertised! Very happy with my experience.,1,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,"It is working well, but the battery life is poor, spent very fast and take time to techarge",1,-0.1,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2510,Absolutely love it,1,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,Great product,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,I was ify about this because of the reviews but it’s great and it works just fine,1,0.6083333333333334,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,It’s in perfect condition. Arrived with charging cable. No earphones but the description said it didn’t include them. Great purchase and currently using it to write this review.,1,0.6,0.7166666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2514,Amazing! Best purchase I could have done & saved money! Works brand new as any other new iPhone.,1,1.0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2515,This phone crashes multiple times a day. I’ve had it for less than a year and it’s already severely malfunctioning. It needs to be rebooted multiple times a day for it to even make a call. Definitely a bad product sold by the seller.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,"My sister is absolutely in love with this phone 😍 she was so surprised when I gave it to her, very fast shipping packaging was great.",1,0.5,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,Good,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2518,Ok but could of been better,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,Great product no issues so far.,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,Nice,1,0.6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,It’s nice and I definitely understand it was used but you literally could have said the microphone is some how clogged up and people barely hear me and it didn’t even come with headphones I might return it I don’t know but hey I phone 11 woo hoo..,1,0.325,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,"Originally had some concerns about purchasing a renewed iPhone 11, but it came in a Like New condition. This comes highly recommended.",1,0.16,0.5399999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2523,My husband loves it,1,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,"The product came in PRISTINE condition. No scratches or cracks at all. As described it was unlocked. Overall , 11/10 would recommend!",1,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2525,The earpiece did not work. I could not hear people when they called me. Speaker phone was very quiet also. Crappy battery life. Loved all other aspects of the phone though. Seller is giving me a refund - very easy to deal with.,1,0.25,0.4666666666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0
2526,The phone worked properly for the first couple of weeks but there was a pending update which would not update. Eventually the phone just died and rarely came back on. Or it would come on but not stay on.,1,0.15,0.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2527,"I was very skeptical about buying a renewed iphone. The phone arrived like a brand new iPhone, not a single dent or scratch and it has been working perfectly",1,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,5
2528,"Ordered this iPhone setup ready to use but incoming calls, outbound calls were connecting but while trying to talk I was staticy, distorted, faraway and nothing was picked up on my end but I could hear my callers. Unfortunately I’ll send back.",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,"I love it, will not know that its not new, its works great and the phone was brand new.",1,0.65,0.675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2530,"When I tried to register it with TMobile, they said it wasn't unlocked, but reported as lost or stolen. Initiated refund. Very disappointed.",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,"Beautiful screen, good size, lots of features and feels awesome to use",1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
2532,The phone is in perfect condition. Its scratch free with zero blemishes anywhere. I would definitely recommend getting this product.,1,0.7,0.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
2533,"El telefono está en excelentes condiciones. no sé si sus accesorios sean originales, pero tiene el cargador y audifonos. excelente compra",1,0.375,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2534,Very good phone,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,Excelente producto sin imperfecciones,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,Great phone and quality for refurbished,1,0.8,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2537,I love it ! Honestly best purchase i could make !,1,0.7000000000000001,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,Came perfect 💕,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,Excellent,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,"Hi. The back of the phone was cracked, a subtle crack but cracked. And unfortunately I don’t have time to return it since its a gift to a person whose going to another country.",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,I received a phone that had a crack in the screen which wasn’t that big of a deal but the something was off with camera though compared it my boyfriends phone who ordered the same one from Apple and I think it was replaced with a different one and the biggest problem with the phone was that it’s kept restarting I thought maybe I was doing it by accident but no it would turn off while I didn’t have it my hand but using my AirPods . I also had problems trying the return the phone as the shipping label they sent roundly be taken by fedex and I had to pay myself all around you’d be better off buying new phone from Apple it ended up being cheaper .all around I paid $780 for the phone unlocked from Apple don’t waste your money,1,0.15,0.45,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2542,Value for $$$,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,Other than notifications showing up in Chinese at times with the phone set to English it’s been a great purchase so far!,1,0.4,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,Arrived in great condition and fast delivery.,1,0.5,0.675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2545,Overall a great review,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,I didn’t realize it had no headphone input jack. Otherwise it’s great!,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,Excelente telefono funciona al 100 comprenlo me llego desbloqueado gracias,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,Phone just as described,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,The right size.,1,0.2857142857142857,0.5357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,Battery life is 100% and the phone is like new.,1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2551,i love the phone,1,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,Is Great,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,Great purchase,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,Delivery an issue,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,"love,love,love",1,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,The phone came just as discribed works well and is well worth the money. It was my son's birthday gift,1,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,Shipped fast and works as expected!,1,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,I like,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2559,Thank you great quality!,1,0.8,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2560,"I’m so disappointed with my purchase. Sadly I couldn’t make the complaint or change vaciase I’m already in my country, I was in the US for a short period. The phone has two scratches on th screen. Completely disappointed.",1,-0.26666666666666666,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
2561,It came the day after the purchase.Refurbished like a new,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,Very happy with it.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,Scam. Was not unlocked,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,"Despues de usarlo durante un par de dias, me he dado cuenta que la bateria y el sonido no es el correcto. He pedido el reembolso y sigo a la espera de ello.",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,Loved it,1,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,Granddaughter was very happy.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,Brand new phone. Great quality for the best price. Very happy with it and would recommend. I wish it came with earbuds though.,1,0.9,0.525,0,0,1,1,1,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0
2568,Seems to be great,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2569,Bueno,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,"Great buy, works well!",1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,Battery life is amazing,1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2572,"bad condition and crashed after 2 weeks, just buy from apple they’re about the same price !!!",1,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2573,All I received was phone and charger in scratched screen cover. No info books and no SIM card.,1,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2574,My son saved up money on his own for several months to upgrade his phone. He got this and the camera was completely messed up and has problems focusing. I sent this back and was told I would see a credit back when it was received I just asked and the customer service on chat said it could be 14 days and then 3-5 days for the bank to put it on my card. Their poor product now leaves my teenage son's $600+ in limbo for 3 weeks? NOT IMPRESSED,1,-0.2875,0.38749999999999996,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2575,"I paid almost $400 for this phone and the battery is no good. The first day it showed the battery health at 85%, now the battery health has dropped to 65%. Now I have to pay a local company to replace the battery. Don’t waist your money,",1,0.35,0.30000000000000004,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
2576,Llego un dia antes de la fecha y sano y salvo me encanto y trajo protector de pantalla 👏🏼👏🏼👏🏼💪🏼🥰,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,"The phone came with a lot of scratches and small dents, but it’s working good",1,0.22499999999999998,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,Received quickly,1,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2579,Love the phone I went from an iPhone 5se to the 11 and this one is amazing!!! Highly recommended buy,1,0.33,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,I purchase this phone Everything seemed great as soon as I had my service turned on it was turned on the phone shut off and would not come back on. Then it is taken weeks to get my return back all along I was paying for service on a phone I didn't have very disappointed,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2581,So far so good!!,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,Esta rayada la pantalla y la batería dura 3 horas solamente,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,Great phone. I was really scared to buy this but it was a really good purchased. The phone was literally new,1,0.75,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,Save your self the time of the returns process.Phones sold here are defective.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,"Dents had so much scratches, the battery of the phone doesn’t even last more than 2 hours.",1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2586,Great phone all around no damages or issues,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,I Purchased this for my sideman and he is very satisfied with his purchase. It came in the original box with original accessories,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,all good,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,"there was no sign of damage, the battery health was 97%, amazing buy. i recommend getting!",1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2590,Phone came fast and in it’s original package. Also came with wired headphones and charger!,1,0.2,0.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2591,as expected,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592,Great deal!,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,Un excelente teléfono a un gran precio,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,Phone was in great condition and even came with a screen protector. Definitely buying my son's phone from Amazon.,1,0.8,0.75,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4
2595,Excelente vendedor y producto,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,Nice,1,0.6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,As the title says. Works fine but a lot of scuffs and scratches on the screen.Tried to cover them up with protectors but still highly noticeable.,1,0.28833333333333333,0.52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
2598,Purchased this phone for my sister and came in perfect condition. Like brand new. She loves it!!,1,0.75,0.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4
2599,Phone came broken and having a hard to to get it replaced or my money refunded,1,-0.2916666666666667,0.5416666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,We have had no issues with this refurbished iPhone 11. It came with the USB-C super fast charge chord but that’s it. Just as described.,1,0.26666666666666666,0.6333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
2601,Ver small minor scratch on the side that isn’t that noticeable. The battery life came at 100% and I love it.,1,0.06666666666666667,0.4000000000000001,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
2602,I like it,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603,"Device was not unlocked, as advertised",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,Love my new phone phone wish it would have came with a set of headphones but whatever..,1,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,it was just what i was looking for,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,Na,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,Perfect,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,"Excellent product for the price, it’s a refurbished product but it’s as good as a new one!!",1,0.7,0.6000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2609,"Received phone. It looked good, then after charging it overnight the screen was a jumble of blurred vertical lines. Amazon insisted we had to deal with the seller. Could not clear the phone as the screen didn’t work. Communication from the seller was scripted, they never really answer your questions. Sent phone back to seller. They refunded 1% and kept 99% as a restocking fee! Then we had to force Amazon to deal with it to get a full refund. Horrible seller, buyer beware!!!",1,0.39999999999999997,0.4916666666666667,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2610,I love this phone. It was in great condition out the box and everything works great,1,0.7000000000000001,0.7000000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
2611,I am returning this item.Screen is not flat with the frame.,1,-0.025,0.125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2612,"Hi I wanted to do a review as I was happy but not happy, When i got my iPhone in the mail and opened it I was so excited to have it. But then when I got it out to start using it the screen in the corner top right was cracked like it had been dropped. Is there anything I can do?",1,0.14285714285714285,0.5178571428571428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2613,Everything and excellent price!,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2614,"Al encender el equipo, me percaté que tenía un defecto en un pixel completo de la pantalla, luego que ingreso el sistema me arroja que colocaron una pantalla que no es la original, totalmente insatisfecho con la compra. No recomendado.",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,I love my new phone. It came in great condition.,1,0.65,0.675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
2616,Absolutely good. I’m really happy with this deal.It’s a surprise that seller attached the original brand new character for me.,1,0.7,0.6000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2617,I Love This Phone To Be a Renewed Phone It's Awesome. For Almost $700 it's A Great Buy.,1,0.65,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2618,Good product for the money.,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,Great item! WOuld recommend!,1,0.8,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,For the most part everything is okayDifferent parts of the screen won’t work during certain timesSo I have to lock and unlock my phone constantly Nd hope it will work afterWhile writing this review I can’t even hit the bottom right corner to add punctuation unless it comes up from autocorrectWhen I contacted the company they told me to hard reset it and it should work afterThat worked for less than a day and I don’t want to have to hard reset my phone every other day for it to work when I spent seven hundred dollarsCan’t even use numerical charactersUpdate I reached out to them again saying their advice didn’t work and haven’t received a response and it’s been a week,1,-0.016666666666666673,0.5047619047619046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2621,Quality,1,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2622,So far just love this phone,1,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,Phone was in excellent shape.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,"In fact, this phone is a used phone that has not been renewed at all. There are fine scratches, and there are fatal scratches on the screen. This is completely different from what I expected. I will never recommend this store to people.",1,0.4166666666666667,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
2625,Great phone no defects. Daughter loves it,1,0.65,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,"The phone looked in good shape, but it was locked and couldn't activate it. T-mobile told me that the previous owner has either reported lost or stolen",1,0.26666666666666666,0.38333333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,More capacity,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,The SIM chip reader did not work even though it claimed to be working. Ultimately defeating the purpose of me buying the phone.,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,Bought this phone for my daughter metro pcs activated it with no problem. She lives this phone,1,0.13636363636363635,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,No vale la pena esta muy maltratado,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,EVERYTHING WAS PERFECT,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,GreatWorks fine,1,0.4166666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,It was locked couldn't use I wasted my money,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,I like everything about my iPhone 11 fast space and everything in one,1,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,"I brought three(3) of the phone for my family and they work okay for a month. After that month of use it become disaster because they all came down with a battery problem. The phone would literally shut down while I'm on important calls, it was extremely hot🔥 and the battery wasn't holding the charge. I personally replaced the battery with the original batteries and same thing occur. The reason I couldn't return was because I was out of the country and wouldn't be able to return in time.",1,0.5,0.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
2636,"Terrible item. Had to take it to the apple store to even activate. Stated it has ""unauthorized equipment"" but Apple got it working. Phone randomly starts shutting down. Then, at the first update it shuts down & won't connect to charger, computer, anything! TERRIBLE TERRIBLE PRODUCT! DO NOT BUY FROM THIS COMPANY",1,-0.5,0.5,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0
2637,"works great, basically brand new, everything works and has 100% battery life. shipping was fast",1,0.3333333333333333,0.4916666666666667,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0
2638,I loved the phone but disliked the charger as the charger that I got has no usb output but Macbook,1,0.5,0.6,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2639,One of the speakers does not work,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,good,1,0.7,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,Phone was not unlocked…very unfair to me as a customer,1,-0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,Muy bueno el producto lo recibí en excelentes condiciones,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2643,Llego en perfectas condiciones,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2644,Great condition only the charger is not original meaning wont works,1,0.24375000000000002,0.71875,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2
2645,Not working in india I give some one a gift they called it’s not working I will never buy anything again,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,"I bought this phone less than a year ago and it mysteriously stopped working for no reason! Even the Verizon guy was perplexed. If you just want a phone for a short time, go for it, otherwise look elsewhere.",1,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647,Product arrived quickly. It can with some scratches around the camera.,1,0.3333333333333333,0.5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2648,me gustaria que trajera auriculares,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2649,The speaker quality if poor,1,-0.4,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0
2650,Would not charge.Buy new,1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
